"MT_251";"MT_252";"MT_253";"MT_254"
0.97977707;0.02582078;0.93849443;0.01784188;
0.02469309;0.06790051;0.01433013;0.88859954;
0.23939634;0.97933734;0.98566987;0.98345283;
0.9630375;0.9656591;0.0309912;0.0178282;
0.06510312;0.00985146;0.99073437;0.01927592;
0.04782123;0.89968906;0.00882798;0.99485846;
0.92975325;0.98409775;0.01163643;0.02878663;
0.96712253;0.18391306;0.98307599;0.88910991;
0.88643952;0.01722056;0.90955608;0.97124889;
0.01548901;0.18391306;0.01692401;0.01441387;
0.9708448;0.99172352;0.06130625;0.19921311;
0.96712253;0.01216639;0.99113013;0.80078689;
0.97306728;0.9588879;0.96287428;0.97121337;
0.01797898;0.02947925;0.5;0.02878663;
0.9630375;0.98782648;0.04626688;0.94282054;
0.65756102;0.01723485;0.0124171;0.11089009;
0.11356048;0.81608694;0.99019481;0.0328427;
0.34375931;0.98850704;0.01551952;0.01159;
0.03479087;0.04119325;0.03094005;0.99276918;
0.08290998;0.01216639;0.97933717;0.5;
0.34375931;0.99100638;0.01690871;0.00746301;
0.82297298;0.5;0.83241864;0.02103607;
0.9630375;0.81608694;0.16758136;0.9863798;
0.04911258;0.02947925;0.98568084;0.98714065;
0.96060414;0.99059485;0.97674373;0.03828553;
0.76139556;0.18391306;0.01164368;0.19921311;
0.02469309;0.01149296;0.04626688;0.9769652;
0.10727312;0.01879391;0.09044392;0.01537652;
0.98490714;0.98408556;0.83103926;0.02321861;
0.82297298;0.94869385;0.98836357;0.19921311;
0.34375931;0.97421124;0.01095449;0.9741808;
0.02371184;0.02947925;0.01860768;0.97124889;
0.9630375;0.0147713;0.99068821;0.01287359;
0.23939634;0.98120609;0.02655474;0.97114206;
0.05870295;0.02294336;0.02325627;0.05717946;
0.95463799;0.0229687;0.83103926;0.03847479;
0.34243898;0.0343409;0.00517539;0.07573579;
0.11376834;0.97933734;0.06130625;0.88859954;
0.23860444;0.01216639;0.09087202;0.02312634;
0.92713347;0.00627111;0.01860768;0.00701899;
0.08290998;0.00766241;0.16758136;0.00965081;
0.08290998;0.03262003;0.09087202;0.00798616;
0.65624069;0.00575952;0.01431916;0.00995673;
0.06510312;0.01091303;0.01551952;0.01932395;
0.23860444;0.10031094;0.00931179;0.9710704;
0.02255541;0.5;0.00486419;0.0257336;
0.34375931;0.81608694;0.01244189;0.92402122;
0.05358058;0.01882797;0.02070857;0.11140046;
0.5;0.95880675;0.03104253;0.11140046;
0.02825844;0.81608694;0.5;0.9742664;
0.08313626;0.06790051;0.97340756;0.057319;
0.23939634;0.94869385;0.90912798;0.0461472;
0.65624069;0.02070383;0.98445468;0.20071913;
0.13926579;0.81608694;0.5;0.79928087;
0.34243898;0.9656024;0.02659244;0.92402122;
0.90393266;0.02299411;0.9628007;0.20071913;
0.5;0.95872529;0.5;0.97682761;
0.05358058;0.05143219;0.02663025;0.0257336;
0.34375931;0.93187999;0.0371993;0.97682761;
0.95080693;0.10031094;0.97668579;0.01784188;
0.5;0.05143219;0.0371993;0.97682761;
0.05881759;0.94856781;0.04626688;0.0289296;
0.5;0.06812001;0.9767148;0.20071913;
0.86073421;0.89968906;0.83103926;0.99572882;
0.5;0.94856781;0.04638092;0.99172671;
0.76139556;0.10031094;0.83103926;0.01157845;
0.17702702;0.9656024;0.04638092;0.98781465;
0.07313029;0.97698043;0.95361908;0.79928087;
0.96296886;0.5;0.5;0.0136202;
0.05358058;0.18391306;0.0232852;0.97114206;
0.94118241;0.97414713;0.97340756;0.01652366;
0.04225943;0.93187999;0.98833453;0.01929191;
0.95080693;0.9975431;0.98923477;0.01927592;
0.96512797;0.90015596;0.03485032;0.98897088;
0.95774057;0.00646648;0.9898321;0.97898293;
0.96705002;0.06790051;0.99467719;0.01927592;
0.88623166;0.01678911;0.00642443;0.92426421;
0.05358058;0.81608694;0.97931432;0.98993114;
0.98489567;0.02299411;0.09087202;0.01542752;
0.82297298;0.95872529;0.00886987;0.98842155;
0.86103899;0.99112557;0.99189906;0.97898293;
0.09591725;0.99671525;0.99467719;0.9615885;
0.03116293;0.95880675;0.99334684;0.92402122;
0.981462;0.06790051;0.99467719;0.97432315;
0.34375931;0.5;0.00745169;0.98072408;
0.04536201;0.18391306;0.04626688;0.99201109;
0.11376834;0.81608694;0.95373312;0.95412423;
0.94651475;0.94869385;0.96287428;0.00890401;
0.97178162;0.06790051;0.04626688;0.02103607;
0.03481113;0.98122307;0.01433013;0.942681;
0.92704576;0.01877693;0.99223563;0.95403411;
0.88623166;0.5;0.06130625;0.88859954;
0.34375931;0.9656591;0.83241864;0.98550527;
0.02045179;0.02582078;0.96287428;0.02576207;
0.95463799;0.02294336;0.01330051;0.01446768;
0.04907243;0.94869385;0.5;0.97687366;
0.95463799;0.10031094;0.00931644;0.98637182;
0.09591725;0.06790051;0.98965196;0.07549433;
0.05870295;0.98965778;0.02322742;0.88910991;
0.23939634;0.0147713;0.0309912;0.9671573;
0.34375931;0.97417922;0.9690088;0.9769652;
0.93489688;0.02947925;0.96294757;0.19921311;
0.23939634;0.02066266;0.98669949;0.02875111;
0.03229126;0.5;0.02066283;0.02305762;
0.94307297;0.18391306;0.02068568;0.19921311;
0.65756102;0.05130615;0.01860768;0.11089009;
0.05195939;0.98408556;0.99068356;0.9744078;
0.98820283;0.01293166;0.01862621;0.02875111;
0.03287747;0.98409775;0.03705243;0.0257906;
0.5;0.89968906;0.93869375;0.994362;
0.03481113;0.0229687;0.97344526;0.19921311;
0.04778315;0.94869385;0.03712572;0.01048678;
0.17750231;0.5;0.03705243;0.99278937;
0.07304216;0.9656024;0.98449335;0.00444521;
0.9882005;0.81753309;0.06130625;0.0384115;
0.82297298;0.5;0.97674373;0.5;
0.01603918;0.81608694;0.03094005;0.97896393;
0.95088742;0.97052075;0.98449335;0.02889372;
0.98086715;0.0343409;0.97674373;0.97432315;
0.02820505;0.18391306;0.83103926;0.01780092;
0.96060414;0.98409775;0.04626688;0.9899224;
0.05870295;0.02066266;0.98448048;0.95412423;
0.34375931;0.94869385;0.02325627;0.01543777;
0.04911258;0.97933734;0.83103926;0.02312634;
0.94123978;0.00862016;0.03712572;0.96152521;
0.06510312;0.98409775;0.03094005;0.057319;
0.95088742;0.02294336;0.09087202;0.942681;
0.08290998;0.97705664;0.04626688;0.97892583;
0.95782981;0.02947925;0.97674373;0.03312259;
0.02371184;0.09984404;0.01692401;0.97423793;
0.09606734;0.97933734;0.09044392;0.01103959;
0.97529669;0.0343409;0.97344526;0.11089009;
0.04911258;0.01293166;0.00601112;0.02889372;
0.34375931;0.9656591;0.02066283;0.942681;
0.65624069;0.06790051;0.03094005;0.02567685;
0.11376834;0.00544523;0.0309912;0.00702111;
0.9630375;0.00850363;0.16758136;0.01006886;
0.03287747;0.01219497;0.03712572;0.0136202;
0.76139556;0.00942223;0.03712572;0.01006886;
0.06503302;0.00987489;0.01431916;0.01144168;
0.0323262;0.970437;0.00886987;0.88859954;
0.17750231;0.02301957;0.00513556;0.11140046;
0.04225943;0.10031094;0.01435213;0.79928087;
0.04919307;0.02585287;0.0371993;0.5;
0.82249769;0.93187999;0.06150557;0.20071913;
0.02122323;0.10031094;0.0309912;0.88859954;
0.5;0.81608694;0.95373312;0.03853829;
0.5;0.89968906;0.16896074;0.03847479;
0.34375931;0.029563;0.97926849;0.9742664;
0.13926579;0.81608694;0.01435213;0.9538528;
0.5;0.94856781;0.95373312;0.03853829;
0.90393266;0.04127471;0.06130625;0.94254079;
0.08302297;0.18391306;0.95373312;0.95394363;
0.07304216;0.94856781;0.04626688;0.94254079;
0.5;0.10031094;0.83103926;0.92402122;
0.95080693;0.06812001;0.09087202;0.02896556;
0.94118241;0.5;0.16896074;0.79928087;
0.02698141;0.94856781;0.96287428;0.0257336;
0.82297298;0.10031094;0.06130625;0.9710704;
0.93475622;0.18391306;0.5;0.11089009;
0.23939634;0.94856781;0.83103926;0.0461472;
0.06524378;0.10031094;0.83241864;0.20071913;
0.92686971;0.98117203;0.02659244;0.11140046;
0.06517338;0.89968906;0.98304531;0.99509504;
0.95080693;0.5;0.06150557;0.9960731;
0.08313626;0.81608694;0.09044392;0.942681;
0.88602306;0.96554552;0.06150557;0.00626075;
0.23939634;0.97929617;0.9767148;0.01006886;
0.97032328;0.99561906;0.83103926;0.98714065;
0.88623166;0.99425165;0.98304531;0.01157845;
0.34375931;0.01879391;0.99066495;0.942681;
0.97172818;0.01089013;0.99680394;0.5;
0.82249769;0.0085141;0.83241864;0.79928087;
0.82297298;0.96554552;0.00745169;0.98457248;
0.96296886;0.95880675;0.00798669;0.01780092;
0.98043396;0.81608694;0.09087202;0.96701794;
0.13896101;0.99242705;0.98699555;0.98842155;
0.09606734;0.99261037;0.99611804;0.9863798;
0.02023665;0.98409775;0.98965196;0.98346459;
0.98042754;0.02578876;0.99452113;0.9615885;
0.08290998;0.02582078;0.01550665;0.79928087;
0.03065131;0.95880675;0.02325627;0.80078689;
0.95873052;0.99014854;0.97344526;0.99373588;
0.86134252;0.06790051;0.01095449;0.02107417;
0.97038214;0.97933734;0.98307599;0.02567685;
0.01955962;0.0229687;0.16896074;0.04596589;
0.97562962;0.9656024;0.02066283;0.07573579;
0.04219989;0.01591444;0.98836357;0.88910991;
0.04124106;0.05130615;0.02066283;0.9615885;
0.9782901;0.98408556;0.97344526;0.98896565;
0.08290998;0.02068322;0.97344526;0.5;
0.07295424;0.98620956;0.5;0.01781455;
0.96883707;0.02066266;0.5;0.94211607;
0.17702702;0.0147713;0.02068568;0.07696621;
0.86134252;0.5;0.06130625;0.88597868;
0.05870295;0.01879391;0.96287428;0.88961582;
0.07295424;0.9656591;0.0124171;0.01785557;
0.90393266;0.0343409;0.98307599;0.95394363;
0.11376834;0.18391306;0.98307599;0.96126995;
0.11356048;0.95880675;0.01096092;0.02113158;
0.65756102;0.18391306;0.03705243;0.99601451;
0.10708741;0.06790051;0.97344526;0.01537652;
0.0394738;0.9656591;0.01860768;0.00961488;
0.96373221;0.02066266;0.5;0.96711098;
0.95088742;0.89968906;0.5;0.01157845;
0.04121268;0.97933734;0.97344526;0.02567685;
0.93719974;0.02582078;0.97677258;0.88910991;
0.13865748;0.93209949;0.02322742;0.11089009;
0.92713347;0.9770313;0.09087202;0.942681;
0.04121268;0.99014854;0.90912798;0.5;
0.95571037;0.05130615;0.03712572;0.97114206;
0.08290998;0.06790051;0.97674373;0.99229194;
0.34375931;0.01723485;0.04626688;0.02878663;
0.95782981;0.9656591;0.98307599;0.00746541;
0.17702702;0.94869385;0.03094005;0.02312634;
0.82297298;0.05130615;0.98669949;0.07573579;
0.86103899;0.89968906;0.01551952;0.99140866;
0.02653762;0.02066266;0.98139232;0.9769652;
0.92065688;0.99100638;0.5;0.01157845;
0.09120767;0.09984404;0.02325627;0.02103607;
0.98271936;0.01149296;0.98137379;0.9615885;
0.07295424;0.93209949;0.90955608;0.98341743;
0.08290998;0.09984404;0.06130625;0.05788393;
0.91709002;0.98409775;0.00621091;0.92303379;
0.65624069;0.02066266;0.90912798;0.01935611;
0.04217019;0.81753309;0.02655474;0.0384115;
0.09591725;0.18246691;0.5;0.11089009;
0.96060414;0.0229687;0.83241864;0.92426421;
0.23939634;0.18246691;0.02322742;0.02889372;
0.03693968;0.98122307;0.97344526;0.5;
0.97307942;0.02066266;0.04626688;0.07573579;
0.03287747;0.00608542;0.00846799;0.00526501;
0.88623166;0.00850712;0.00716595;0.0136202;
0.09591725;0.0086381;0.00658285;0.01102389;
0.34375931;0.01882797;0.01166547;0.92426421;
0.65624069;0.01151846;0.97668579;0.07573579;
0.02440028;0.029563;0.5;0.04605637;
0.03294998;0.10031094;0.02073151;0.11089009;
0.88602306;0.81608694;0.01864477;0.96701794;
0.05881759;0.02299411;0.01435213;0.057319;
0.76060366;0.18391306;0.98445468;0.80078689;
0.02201436;0.5;0.06150557;0.92402122;
0.98616819;0.97411495;0.01864477;0.5;
0.34243898;0.029563;0.83103926;0.02103607;
0.91697703;0.5;0.97340756;0.97687366;
0.0394738;0.10031094;0.16896074;0.95403411;
0.94641942;0.93187999;0.16896074;0.0384115;
0.13896101;0.05143219;0.06130625;0.79928087;
0.92695784;0.18391306;0.93869375;0.98553232;
0.04225943;0.81608694;0.16758136;0.02567685;
0.13926579;0.89968906;0.06150557;0.01780092;
0.9545348;0.5;0.83103926;0.03847479;
0.65624069;0.02070383;0.96287428;0.98070809;
0.05881759;0.97700589;0.04626688;0.02312634;
0.82249769;0.89968906;0.09087202;0.79928087;
0.88623166;0.03445448;0.97929143;0.5;
0.17702702;0.93187999;0.97926849;0.5;
0.11397694;0.10031094;0.06150557;0.02795759;
0.82249769;0.97927553;0.9767148;0.95635012;
0.17750231;0.98273651;0.97668579;0.88859954;
0.91686374;0.06812001;0.01697008;0.99710419;
0.09621788;0.18391306;0.95361908;0.0384115;
0.88602306;0.96554552;0.09087202;0.01006886;
0.5;0.99424048;0.97926849;0.01157845;
0.92695784;0.99445142;0.98445468;0.057319;
0.5;0.02294336;0.93849443;0.03298206;
0.95080693;0.02000624;0.98858388;0.04605637;
0.23939634;0.18391306;0.99334684;0.9863798;
0.05358058;0.06812001;0.06130625;0.5;
0.9605262;0.01593886;0.01164368;0.95394363;
0.95571037;0.94856781;0.5;0.01780092;
0.11376834;0.81608694;0.02655474;0.97114206;
0.34375931;0.98870093;0.98965196;0.98947047;
0.04124106;0.99630469;0.99737579;0.98947524;
0.07313029;0.93209949;0.99019481;0.07573579;
0.95774057;0.0114866;0.97933717;0.97110628;
0.94804061;0.04119325;0.02066283;0.96706453;
0.03065131;0.81608694;0.01431916;0.5;
0.93482662;0.97705664;0.98669949;0.99108916;
0.95571037;0.06790051;0.04626688;0.01052953;
0.03624581;0.9656591;0.01433013;0.01780092;
0.0454652;0.98850704;0.5;0.95394363;
0.98218222;0.01034222;0.90912798;0.99389869;
0.23860444;0.97705664;0.99223885;0.96171447;
0.03855836;0.89968906;0.90912798;0.0210551;
0.03487203;0.01879391;0.0309912;0.02312634;
0.97903784;0.9588879;0.96287428;0.11140046;
0.13896101;0.09984404;0.96905995;0.04596589;
0.65624069;0.04119325;0.02655474;0.98457248;
0.05692703;0.98965262;0.02655474;0.19921311;
0.92055322;0.00827648;0.01330051;0.057319;
0.96306032;0.18391306;0.98568084;0.9767582;
0.03693968;0.9770313;0.06130625;0.9769652;
0.07024675;0.05130615;0.97344526;0.00565171;
0.90865623;0.9588879;0.02325627;0.98456223;
0.09134377;0.02947925;0.90912798;0.92426421;
0.96375419;0.89968906;0.96905995;0.057319;
0.02343246;0.97705664;0.02655474;0.11089009;
0.98218754;0.02582078;0.5;0.97114206;
0.5;0.0343409;0.83103926;0.03298206;
0.03061989;0.94869385;0.96905995;0.5;
0.11397694;0.95880675;0.06130625;0.02885794;
0.95875894;0.04119325;0.95373312;0.94282054;
0.07295424;0.90015596;0.5;0.88859954;
0.65624069;0.98408556;0.06130625;0.02312634;
0.95088742;0.93209949;0.83103926;0.88910991;
0.76139556;0.05130615;0.0309912;0.19921311;
0.04536201;0.98120609;0.98904551;0.9615885;
0.91709002;0.01723485;0.02655474;0.04605637;
0.05687324;0.5;0.16758136;0.97110628;
0.96146647;0.9656024;0.01433013;0.79928087;
0.34243898;0.98850704;0.98307599;0.92426421;
0.5;0.02947925;0.93869375;0.96701794;
0.02438034;0.02947925;0.06130625;0.98637182;
0.95873052;0.9588879;0.98566987;0.0144857;
0.12956202;0.02947925;0.5;0.01285935;
0.94804061;0.02582078;0.03712572;0.97687366;
0.97424113;0.97417922;0.97674373;0.9615885;
0.06503302;0.94869385;0.02325627;0.9615885;
0.04911258;0.05130615;0.02655474;0.03298206;
0.95088742;0.94869385;0.96905995;0.07573579;
0.09606734;0.04119325;0.00980005;0.057319;
0.13896101;0.95880675;0.90955608;0.07573579;
0.95088742;0.5;0.02066283;0.057319;
0.03693968;0.02947925;0.00601112;0.05717946;
0.11376834;0.10031094;0.9690088;0.98219908;
0.95463799;0.02947925;0.01551952;0.02103607;
0.04907243;0.01034222;0.02325627;0.00392623;
0.94129705;0.00466974;0.00745169;0.01219174;
0.05348525;0.01295587;0.00642443;0.0099482;
0.94651475;0.01480288;0.01300445;0.02896556;
0.76139556;0.00942223;0.93869375;0.04605637;
0.01634709;0.18391306;0.0232852;0.07597878;
0.04919307;0.06812001;0.01864477;0.92402122;
0.76060366;0.06812001;0.02663025;0.88910991;
0.0454652;0.06790051;0.02070857;0.02317239;
0.76060366;0.9656024;0.04638092;0.97103444;
0.02376851;0.0343976;0.90912798;0.11140046;
0.13896101;0.5;0.0371993;0.92402122;
0.65624069;0.89968906;0.95361908;0.02896556;
0.5;0.10031094;0.02663025;0.9538528;
0.23939634;0.5;0.16896074;0.88859954;
0.09621788;0.18391306;0.9628007;0.07597878;
0.96512797;0.10031094;0.95361908;0.5;
0.03294998;0.18391306;0.0371993;0.98796604;
0.17750231;0.93187999;0.06150557;0.01746674;
0.65624069;0.05143219;0.93849443;0.94254079;
0.94637162;0.18391306;0.03712572;0.11140046;
0.88623166;0.5;0.96287428;0.94254079;
0.03487203;0.18391306;0.16896074;0.0289296;
0.86073421;0.93187999;0.93849443;0.9710704;
0.88602306;0.89968906;0.9628007;0.0257336;
0.92695784;0.89968906;0.98304531;0.07597878;
0.03121177;0.05143219;0.06150557;0.20071913;
0.94641942;0.95872529;0.96895747;0.94254079;
0.13926579;0.5;0.06150557;0.98910017;
0.9545348;0.81608694;0.9628007;0.99485277;
0.02698141;0.029563;0.5;0.01927592;
0.96514829;0.98273651;0.09087202;0.01927592;
0.96877192;0.98908697;0.93849443;0.02889372;
0.86073421;0.996254;0.99066961;0.99434966;
0.02827182;0.02947925;0.96514968;0.96701794;
0.11376834;0.9852287;0.99496409;0.04605637;
0.98435241;0.00926661;0.97344526;0.97687366;
0.65624069;0.03445448;0.83103926;0.03298206;
0.98040825;0.09984404;0.02659244;0.01927592;
0.94651475;0.10031094;0.01163643;0.20071913;
0.23860444;0.5;0.90955608;0.98072408;
0.13896101;0.98648773;0.99068356;0.98070809;
0.05200436;0.99681603;0.99767114;0.98842155;
0.07304216;0.5;0.90912798;0.942681;
0.98718269;0.01591444;0.5;0.80078689;
0.02960318;0.02947925;0.06130625;0.98552332;
0.08290998;0.95880675;0.83241864;0.04605637;
0.88623166;0.97052075;0.03094005;0.01780092;
0.06510312;0.9588879;0.96287428;0.95403411;
0.97423001;0.97417922;0.83241864;0.03293547;
0.02820505;0.95880675;0.01860768;0.97687366;
0.96063005;0.01723485;0.98448048;0.94282054;
0.95088742;0.93209949;0.04626688;0.96701794;
0.02117802;0.0343409;0.98836357;0.99202206;
0.90408275;0.5;0.97340756;0.0255641;
0.86103899;0.06790051;0.01551952;0.01362818;
0.04911258;0.9656591;0.04626688;0.01446768;
0.94651475;0.89968906;0.03712572;0.92426421;
0.13896101;0.02068322;0.9690088;0.98778264;
0.94123978;0.05118071;0.01164368;0.98718319;
0.07295424;0.99100638;0.98307599;0.98558613;
0.90408275;0.00795914;0.16896074;0.9429594;
0.94651475;0.0411121;0.03094005;0.0076902;
0.90408275;0.9928644;0.90912798;0.92450567;
0.02371184;0.02947925;0.01433013;0.03828553;
0.13865748;0.01879391;0.98448048;0.98719025;
0.23939634;0.0343976;0.04626688;0.07549433;
0.65624069;0.98782648;0.06130625;0.11038418;
0.96883707;0.93209949;0.99379115;0.954214;
0.06510312;0.0147713;0.01431916;0.95412423;
0.90408275;0.97421124;0.83103926;0.0328427;
0.11356048;0.98965262;0.97677258;0.01921225;
0.96520913;0.02582078;0.01034231;0.11089009;
0.08290998;0.89968906;0.83241864;0.92450567;
0.07295424;0.97421124;0.93869375;0.96171447;
0.86103899;0.98408556;0.09044392;0.0255922;
0.95463799;0.10031094;0.96905995;0.94282054;
0.05343771;0.01034222;0.03705243;0.92450567;
0.94656229;0.98409775;0.96905995;0.11089009;
0.97529669;0.99100248;0.95373312;0.9744078;
0.01319186;0.0229687;0.98307599;0.00797794;
0.94651475;0.01722056;0.09087202;0.9855143;
0.86103899;0.97421124;0.01860768;0.9671573;
0.03693968;0.97417922;0.97674373;0.98901259;
0.06510312;0.01879391;0.03712572;0.01442281;
0.97306728;0.01590225;0.96287428;0.0230348;
0.13896101;0.94869385;0.97674373;0.19921311;
0.97423001;0.98783361;0.00642443;0.19921311;
0.02693272;0.01723485;0.97344526;0.03828553;
0.93496698;0.01879391;0.97933717;0.07549433;
0.65624069;0.02294336;0.01240885;0.9429594;
0.04217019;0.9852287;0.9538466;0.5;
0.96520913;0.81608694;0.0461534;0.80078689;
0.34375931;0.01379044;0.00532432;0.02576207;
0.65624069;0.93209949;0.96287428;0.97892583;
0.07295424;0.01723485;0.90955608;0.00965883;
0.11356048;0.00713315;0.00620885;0.00827329;
0.11376834;0.00739226;0.0309912;0.00723758;
0.76060366;0.00786863;0.00423378;0.00723758;
0.88643952;0.01295587;0.01299541;0.01543777;
0.11356048;0.02070383;0.97463236;0.01624663;
0.02438034;0.04127471;0.02536764;0.94254079;
0.04919307;0.05130615;0.0371993;0.0461472;
0.23939634;0.93209949;0.01036525;0.97890673;
0.09606734;0.02585287;0.02331421;0.02319548;
0.34375931;0.81608694;0.02659244;0.07573579;
0.02284914;0.10031094;0.93869375;0.9742664;
0.5;0.970437;0.93849443;0.0461472;
0.11397694;0.02072447;0.93849443;0.11140046;
0.91697703;0.93187999;0.90912798;0.88859954;
0.0454652;0.5;0.0371993;0.88859954;
0.95076658;0.89968906;0.95361908;0.96146171;
0.0454997;0.10031094;0.04638092;0.02319548;
0.95076658;0.03445448;0.16896074;0.98574519;
0.02967672;0.06790051;0.02659244;0.11140046;
0.88602306;0.97929617;0.96287428;0.5;
0.92695784;0.029563;0.5;0.04364988;
0.94641942;0.09984404;0.93849443;0.92426421;
0.02825844;0.93209949;0.09087202;0.07573579;
0.9545348;0.81608694;0.03712572;0.96322237;
0.0454652;0.10031094;0.99017936;0.9963229;
0.94641942;0.95872529;0.95361908;0.97687366;
0.13926579;0.05143219;0.95361908;0.02885794;
0.23939634;0.98272215;0.95373312;0.97898293;
0.65624069;0.04127471;0.09044392;0.01780092;
0.88602306;0.029563;0.16896074;0.01218535;
0.05358058;0.94856781;0.93869375;0.01929191;
0.9545348;0.96554552;0.09044392;0.07573579;
0.92695784;0.99259455;0.93869375;0.19921311;
0.96705002;0.9913619;0.98858388;0.01219174;
0.02200624;0.99149288;0.01643326;0.99227914;
0.88602306;0.98122307;0.99292359;0.88859954;
0.97525572;0.00738963;0.99509753;0.0257052;
0.88602306;0.0386018;0.5;0.98992677;
0.98269427;0.06812001;0.00846799;0.02889372;
0.82297298;0.81608694;0.09044392;0.92426421;
0.92704576;0.89968906;0.02325627;0.97110628;
0.91709002;0.98323798;0.98566987;0.98714065;
0.01955962;0.99550132;0.99684229;0.99252739;
0.04919307;0.99507192;0.99482461;0.97687366;
0.98596954;0.00689846;0.99437941;0.0384115;
0.0369625;0.02947925;0.0080486;0.88910991;
0.5;0.94869385;0.02325627;0.97432315;
0.65624069;0.94869385;0.01690871;0.01542752;
0.5;0.97705664;0.97344526;0.07573579;
0.96060414;0.97052075;0.98904551;0.98346459;
0.0369625;0.5;0.01095449;0.057319;
0.96883707;0.02294336;0.02325627;0.9767582;
0.02469309;0.93209949;0.98669949;0.07696621;
0.97628816;0.18391306;0.97933717;0.98714065;
0.02961786;0.01292361;0.02655474;0.99077072;
0.65624069;0.18391306;0.02066283;0.01774659;
0.23860444;0.93209949;0.09087202;0.00537958;
0.97307942;0.02947925;0.90912798;0.88910991;
0.06503302;0.81608694;0.95373312;0.9943579;
0.11376834;0.5;0.96294757;0.98462348;
0.82249769;0.97705664;0.01860768;0.00491741;
0.92713347;0.0343409;0.03705243;0.99422038;
0.95460364;0.90015596;0.90955608;0.98997024;
0.02961786;0.05118071;0.95373312;0.00922928;
0.05870295;0.04119325;0.01860768;0.01441387;
0.04121268;0.98120609;0.98568084;0.88910991;
0.97659511;0.06790051;0.90955608;0.01647684;
0.04217019;0.02947925;0.09044392;0.92450567;
0.95463799;0.94869385;0.98307599;0.19921311;
0.13896101;0.0343976;0.83103926;0.9769652;
0.09591725;0.98620956;0.83241864;0.9671573;
0.5;0.02582078;0.97702913;0.00856285;
0.08290998;0.81608694;0.03633509;0.01780092;
0.96883707;0.98120609;0.98161182;0.99108916;
0.95782981;0.05130615;0.01838818;0.99423043;
0.02280546;0.18391306;0.97960741;0.00524481;
0.94129705;0.98910987;0.96916176;0.05717946;
0.94651475;0.0343409;0.9793827;0.98642751;
0.02693272;0.06790051;0.98313703;0.0255922;
0.96518887;0.97933734;0.02316991;0.9671573;
0.65756102;0.06790051;0.01031378;0.0255922;
0.03939586;0.9656591;0.93889179;0.19921311;
0.97423001;0.01879391;0.01087167;0.9878592;
0.04911258;0.97933734;0.99259555;0.02875111;
0.5;0.05130615;0.01545538;0.01157269;
0.9630375;0.5;0.16758136;0.04596589;
0.91709002;0.06790051;0.02043714;0.79928087;
0.02960318;0.05130615;0.02066283;0.11140046;
0.96712253;0.81608694;0.90955608;0.97678139;
0.02280546;0.90015596;0.90912798;0.0257906;
0.95092757;0.95880675;0.97344526;0.9742094;
0.04536201;0.81608694;0.06150557;0.05788393;
0.93489688;0.01216639;0.00490247;0.02312634;
0.86134252;0.81753309;0.5;0.9742948;
0.34243898;0.95880675;0.01692401;0.0384115;
0.11376834;0.0229687;0.04626688;0.057319;
0.05870295;0.00862016;0.00490247;0.00538706;
0.95463799;0.00492691;0.01095449;0.00747261;
0.34243898;0.00641255;0.00564607;0.0136202;
0.04539636;0.01882797;0.01801625;0.01218535;
0.5;0.01381797;0.9652143;0.01041629;
0.03229126;0.04127471;0.01803362;0.97682761;
0.02825844;0.95872529;0.16896074;0.07597878;
0.82297298;0.93187999;0.01097379;0.96692439;
0.09606734;0.10031094;0.02073151;0.03853829;
0.5;0.97414713;0.9628007;0.96146171;
0.02200624;0.05143219;0.0371993;0.97946515;
0.05887508;0.05130615;0.90912798;0.0384115;
0.95774057;0.9656024;0.5;0.01518574;
0.05881759;0.5;0.95361908;0.95394363;
0.65624069;0.0343976;0.5;0.79928087;
0.09621788;0.81608694;0.04638092;0.92402122;
0.91686374;0.5;0.5;0.0461472;
0.23939634;0.05143219;0.93849443;0.98253326;
0.04225943;0.5;0.03104253;0.5;
0.92695784;0.89968906;0.93849443;0.5;
0.86073421;0.029563;0.0371993;0.01624663;
0.93475622;0.94856781;0.96895747;0.98575392;
0.0454997;0.10031094;0.0371993;0.04364988;
0.86073421;0.93187999;0.93849443;0.07573579;
0.34375931;0.10031094;0.98564787;0.07597878;
0.5;0.95872529;0.96895747;0.02317239;
0.23939634;0.89968906;0.16896074;0.99775604;
0.76060366;0.5;0.93849443;0.02889372;
0.34375931;0.93209949;0.95373312;0.01218535;
0.92686971;0.81608694;0.01695469;0.01446768;
0.03703114;0.05130615;0.97668579;0.01286646;
0.95774057;0.18391306;0.0371993;0.95394363;
0.96296886;0.95880675;0.9690088;0.0257052;
0.95774057;0.98406114;0.98924097;0.92426421;
0.01383181;0.99510216;0.03705243;0.96701794;
0.96512797;0.99204391;0.9955642;0.99201109;
0.98980383;0.01877693;0.93869375;0.01052953;
0.65624069;0.00757572;0.96287428;0.98842155;
0.09120767;0.94856781;0.01034804;0.11089009;
0.96586461;0.04127471;0.93869375;0.07573579;
0.05870295;0.93187999;0.02655474;0.98457248;
0.86103899;0.98982005;0.99190257;0.98219908;
0.09606734;0.99469397;0.99417803;0.98842155;
0.04785937;0.98409775;0.99496409;0.98842155;
0.76060366;0.98782648;0.99223885;0.99228939;
0.96375419;0.01293166;0.03705243;0.9429594;
0.76139556;0.18391306;0.04626688;0.00722408;
0.23860444;0.94869385;0.02325627;0.01446768;
0.04428963;0.02066266;0.97674373;0.98778264;
