<0>;<1>;<2>;<3>;<4>;<5>;<6>;<7>;<8>;<9>;<10>;<11>;<12>;<13>;<14>;<15>;<16>;<17>;<18>;<19>;<20>;<21>;<22>;<23>;<24>;<25>;<26>;<27>;<28>;<29>;<30>;<31>;<32>;<33>;<34>;<35>;<36>;<37>;<38>;<39>;<40>;<41>;<42>;<43>;<44>;<45>;<46>;<47>;<48>;<49>;<50>;<51>;<52>;<53>;<54>;<55>;<56>;<57>;<58>;<59>;<60>;<61>;<62>;<63>;<64>;<65>;<66>;<67>;<68>;<69>;<70>;<71>;<72>;<73>;<74>;<75>;<76>;<77>;<78>;<79>;<80>;<81>;<82>;<83>;<84>;<85>;<86>;<87>;<88>;<89>;<90>;<91>;<92>;<93>;<94>;<95>;<96>;<97>;<98>;<99>;<100>;<101>;<102>;<103>;<104>;<105>;<106>;<107>;<108>;<109>;<110>;<111>;<112>;<113>;<114>;<115>;<116>;<117>;<118>;<119>;<120>;<121>;<122>;<123>;<124>;<125>;<126>;<127>;<128>;<129>;<130>;<131>;<132>;<133>;<134>;<135>;<136>;<137>;<138>;<139>;<140>;<141>;<142>;<143>;<144>;<145>;<146>;<147>;<148>;<149>;<150>;<151>;<152>;<153>;<154>;<155>;<156>;<157>;<158>;<159>;<160>;<161>;<162>;<163>;<164>;<165>;<166>;<167>;<168>;<169>;<170>;<171>;<172>;<173>;<174>;<175>;<176>;<177>;<178>;<179>;<180>;<181>;<182>;<183>;<184>;<185>;<186>;<187>;<188>;<189>
10/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;102;99;144;58;130;55;169;13;143;69;17;180;48;12;112;134;15;15;156;92;13;13;84;209;21;17;13;106;168;16;17;15;37;248;57;14;18;15;32;238;71;13;18;18;13;85;250;33;15;18;18;14;51;252;75;13;18;18;18;14;57;254;69;13;18;18;18;16;25;195;178;22;16;18;18;18;16;23;190;183;22;17;18;18;18;17;13;92;254;76;13;18;18;18;17;18;14;121;254;49;14;18;18;18;18;18;14;106;254;80;14;18;18;18;18;18;14;54;254;145;16;17;18;18;18;18;16;25;211;222;34;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
11/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;106;102;146;56;133;32;154;13;154;99;12;149;91;12;72;183;18;13;94;159;15;15;36;234;46;15;14;47;239;34;15;17;17;172;146;15;18;18;14;138;165;18;17;18;16;25;222;104;13;18;18;18;16;152;195;21;17;17;17;17;17;163;187;19;17;17;18;18;13;67;254;78;12;18;18;18;18;13;65;254;85;14;18;18;18;18;17;21;187;231;30;15;18;18;18;18;16;30;216;182;23;16;17;18;18;18;16;23;191;229;29;15;18;18;18;18;18;15;130;254;53;14;18;18;18;18;18;14;69;254;117;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
12/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;150;105;178;55;133;33;180;19;101;98;12;102;101;12;37;223;31;13;49;216;25;16;20;193;95;13;17;20;191;83;13;18;14;73;237;28;16;18;14;52;254;51;14;18;18;14;117;234;30;16;18;18;14;51;254;75;13;18;18;18;14;57;254;74;14;18;18;18;17;15;144;216;29;15;18;18;18;17;15;140;246;33;15;18;18;18;18;14;55;254;121;15;17;18;17;18;18;13;82;254;89;13;18;18;18;18;18;14;64;254;127;15;18;18;18;18;18;15;30;230;181;21;16;18;18;18;18;17;18;169;251;48;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
13/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;149;89;184;54;133;31;229;28;76;133;12;77;157;15;24;203;54;13;24;207;51;15;13;106;163;17;17;13;105;164;16;17;16;27;235;87;13;18;17;21;187;125;15;18;18;15;36;250;102;14;18;18;17;16;152;197;22;17;17;18;17;15;125;229;28;16;18;18;18;14;48;254;109;13;18;18;18;18;15;38;240;133;16;17;18;18;18;17;16;133;254;49;14;18;18;18;18;17;18;154;241;37;15;18;18;18;18;17;16;149;254;52;14;18;18;18;18;18;13;99;254;84;14;18;18;18;18;18;14;51;254;155;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
14/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;149;91;184;55;134;29;224;28;76;179;14;53;165;17;15;169;84;13;18;176;95;13;14;58;242;30;16;15;46;231;34;15;18;15;136;174;17;17;18;13;72;254;35;15;18;18;14;117;235;28;16;18;18;14;51;254;75;13;18;18;18;15;38;254;97;13;18;18;18;18;14;109;250;42;15;18;18;18;18;13;100;254;50;14;18;18;18;18;15;30;218;179;19;17;18;18;18;17;15;42;254;133;16;17;18;18;18;18;15;37;242;175;19;17;18;18;18;18;16;22;186;234;31;15;18;18;18;18;18;14;130;254;55;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
15/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;149;91;184;55;137;16;165;33;48;163;15;33;200;28;12;105;144;14;13;111;136;14;16;25;214;63;14;17;19;188;84;13;18;14;52;251;43;15;18;16;28;227;92;14;17;18;15;35;244;74;13;18;18;17;16;152;197;22;17;18;18;18;14;123;229;28;16;18;18;18;15;32;238;146;16;17;18;18;18;16;21;195;169;20;17;18;18;18;18;12;80;254;82;14;18;18;18;18;18;14;101;254;56;14;17;18;18;18;18;14;97;254;71;14;17;18;18;18;18;14;63;254;110;15;18;18;18;18;18;15;42;254;162;19;17;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
16/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;149;91;184;55;139;14;158;34;31;209;28;24;191;36;12;86;166;17;14;60;207;21;17;15;153;111;13;18;13;103;165;16;17;17;22;209;114;13;18;18;13;100;200;21;17;18;18;14;141;196;21;17;18;18;14;51;254;75;13;18;18;18;15;37;250;98;12;18;17;18;18;14;80;254;50;14;18;18;18;18;13;73;254;75;13;18;18;18;18;16;23;180;222;29;16;18;18;18;18;16;26;202;193;23;16;18;18;18;18;16;23;203;216;26;16;18;18;18;18;17;15;144;254;47;15;18;18;18;18;18;15;117;252;79;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
17/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;149;91;184;55;136;13;179;66;28;225;34;14;173;72;12;45;223;25;15;29;219;42;15;14;78;196;21;17;15;45;233;35;15;18;13;95;209;21;17;18;15;41;252;66;14;18;18;14;53;254;74;13;18;17;17;16;152;198;22;17;18;18;18;13;91;244;40;15;18;18;18;16;22;197;174;21;17;18;18;18;17;17;152;233;30;16;18;18;18;18;13;55;254;127;15;18;18;18;18;18;13;69;254;80;13;18;18;18;18;18;14;74;254;115;15;18;18;18;18;18;14;50;254;138;15;18;18;18;18;18;15;27;223;196;23;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
18/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;20;156;91;184;52;186;21;179;77;14;164;36;13;146;79;12;26;211;48;14;17;169;80;13;15;39;233;37;15;17;19;191;85;13;18;15;40;254;65;14;18;17;15;156;162;15;18;18;17;16;155;187;19;17;18;18;14;51;254;76;14;18;18;18;16;25;218;133;15;17;18;18;18;13;73;254;71;13;17;18;18;18;15;45;252;105;14;18;18;18;18;17;15;126;254;42;15;18;18;18;18;17;20;170;226;32;15;18;18;18;18;17;17;163;252;39;15;18;18;18;18;17;15;116;254;59;14;18;17;18;18;18;13;97;254;79;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
19/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;16;38;157;68;189;51;218;22;137;78;12;175;68;12;97;133;13;18;183;73;14;13;109;136;15;17;20;202;89;13;18;13;106;169;16;18;17;18;164;138;15;18;18;14;63;254;43;15;18;18;14;53;254;52;14;18;18;18;16;150;198;22;17;18;18;18;13;89;254;42;15;18;18;18;17;16;158;191;22;16;17;18;18;18;13;113;254;45;15;17;18;18;18;15;36;231;164;19;17;18;18;18;18;14;47;254;119;15;17;18;18;18;18;15;43;252;143;18;17;18;18;18;18;15;33;241;178;20;17;18;18;18;18;16;28;222;198;23;16;18;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
20/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;39;143;61;189;49;217;21;98;77;12;155;78;12;69;144;14;13;123;126;13;14;70;203;22;16;14;124;149;15;18;14;59;247;35;15;18;13;72;238;33;15;18;17;19;195;105;13;18;18;17;19;188;155;16;17;18;18;14;51;254;76;13;18;18;18;16;25;218;134;15;18;18;18;18;14;53;254;99;13;18;18;18;18;15;32;223;140;15;17;17;18;18;18;12;90;254;61;13;17;18;18;18;18;15;114;254;49;14;18;18;18;18;18;14;125;254;58;14;18;18;18;18;18;14;106;254;69;13;18;18;18;18;18;13;96;254;79;13;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
21/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;39;144;63;163;23;172;22;100;103;12;101;89;12;45;191;22;13;77;175;18;15;36;233;35;16;14;60;234;28;16;16;24;222;83;13;18;16;29;241;84;13;18;18;14;88;233;29;16;18;18;14;75;253;52;14;18;18;17;16;151;198;22;17;18;18;18;13;89;254;43;15;18;18;18;18;16;133;231;28;15;18;18;18;18;12;82;254;64;13;18;18;18;18;16;25;198;197;24;16;18;18;18;18;15;31;237;152;19;17;18;18;18;18;15;39;240;164;18;17;18;18;17;18;16;23;202;182;19;17;18;18;18;18;16;28;222;197;23;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
22/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;39;144;66;115;18;166;22;99;151;12;101;149;12;33;195;27;13;50;211;25;16;20;186;67;14;16;29;234;56;14;18;14;127;167;17;17;18;14;125;171;18;17;18;16;34;249;76;14;18;18;16;21;200;120;14;18;18;17;14;50;254;77;13;18;17;18;17;24;196;135;15;17;18;18;18;15;35;246;111;15;18;18;18;18;16;23;207;180;19;17;18;18;18;18;13;63;254;87;12;18;18;18;18;17;14;104;254;72;13;18;18;18;18;18;13;92;254;81;13;18;18;18;18;18;13;79;254;86;14;18;18;18;18;18;13;95;254;80;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
23/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;39;144;65;117;18;167;22;96;150;12;86;146;13;20;195;56;13;25;222;46;15;14;125;119;14;18;15;155;124;14;17;14;59;247;34;15;17;14;57;254;47;15;18;18;14;120;180;18;17;18;18;13;86;248;34;15;18;18;17;15;150;201;22;16;18;18;17;13;62;254;63;14;18;18;17;18;14;117;254;45;15;18;18;18;18;14;65;254;71;14;18;18;18;18;17;19;164;231;35;15;18;18;17;18;16;23;196;188;20;17;18;17;18;18;16;26;216;206;24;16;18;18;18;18;16;23;197;222;27;16;18;18;18;18;16;28;222;196;23;16;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
24/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;39;144;65;117;18;169;23;53;139;12;47;168;18;17;169;62;14;18;171;82;14;14;72;180;18;17;13;92;193;19;17;16;24;218;84;13;18;17;21;191;107;13;18;18;15;49;254;51;15;18;18;16;31;237;117;14;18;18;18;14;50;254;77;13;18;18;18;17;19;174;174;19;17;18;18;18;15;36;248;136;15;18;17;18;18;17;18;164;222;27;16;18;18;18;18;15;43;254;119;14;18;18;18;18;18;13;76;254;86;14;18;18;18;18;18;13;91;252;83;13;17;18;18;18;18;13;79;254;95;13;17;18;18;18;18;13;95;254;80;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
25/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;37;144;65;117;18;168;24;48;154;14;46;225;25;12;122;109;13;14;146;104;13;15;37;220;32;16;15;39;241;43;15;18;14;126;166;17;17;18;13;97;220;25;16;18;17;17;176;141;14;18;18;18;13;104;233;26;16;18;18;17;16;149;200;22;17;18;18;18;14;62;254;63;14;18;18;18;18;14;96;254;45;15;18;18;18;18;14;57;254;94;13;18;18;18;18;18;15;132;250;39;15;18;18;18;18;17;18;156;229;29;16;18;18;18;17;17;21;177;207;25;16;18;18;18;18;16;23;196;223;28;16;18;17;18;18;16;27;220;198;23;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
26/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;50;144;65;117;18;166;23;46;224;23;29;187;25;12;86;128;14;13;87;166;16;17;20;201;67;14;17;21;203;85;13;18;14;58;244;35;15;18;15;41;254;61;14;18;18;14;77;241;35;15;18;18;15;30;242;86;13;18;18;18;14;50;254;77;13;18;17;18;17;19;173;174;19;17;18;18;18;16;23;212;139;15;17;18;18;18;18;15;126;227;26;16;18;18;18;18;15;43;254;155;17;17;18;18;18;18;14;53;254;101;13;18;18;18;18;18;13;65;254;113;14;18;18;17;18;18;13;79;254;96;13;18;18;18;18;18;13;95;254;80;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
27/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;85;96;60;118;18;181;34;44;223;24;19;189;49;12;58;196;20;14;58;198;23;16;15;143;121;13;18;13;113;159;16;17;16;23;216;85;14;18;18;15;160;132;14;18;18;16;22;214;89;13;18;18;18;15;138;211;24;16;18;18;17;16;149;200;23;17;18;18;18;14;62;254;63;14;18;18;18;18;13;84;254;63;13;18;18;18;18;15;39;252;123;15;18;18;18;18;18;14;102;254;55;14;18;18;18;18;17;17;154;232;28;15;18;18;18;18;17;19;174;244;35;15;18;18;18;18;16;23;198;222;28;16;18;18;18;18;16;27;220;198;24;16;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
28/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;85;90;60;118;17;211;57;23;177;25;18;186;61;12;43;187;21;15;32;227;36;15;13;84;186;19;17;14;64;236;26;16;18;13;125;157;15;18;18;14;78;231;29;16;18;18;14;108;199;20;17;18;18;15;45;254;61;14;18;18;18;14;50;254;61;14;18;18;18;17;19;172;178;19;17;18;17;18;16;23;208;177;19;17;18;18;18;18;14;124;254;41;15;17;18;18;18;15;28;229;159;17;17;18;18;18;18;14;53;254;121;15;17;18;18;18;18;14;65;254;115;14;18;18;18;18;18;13;78;254;96;13;18;18;18;18;18;13;94;254;64;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
29/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;85;91;60;119;15;180;59;18;177;35;12;123;67;13;25;209;42;15;19;184;71;14;15;46;213;27;16;16;26;222;61;14;18;14;58;223;27;16;18;16;25;225;80;13;18;17;15;40;252;59;14;18;18;17;15;160;171;18;17;18;18;17;16;151;163;16;17;18;18;18;14;62;254;63;14;18;18;18;18;13;81;254;65;13;18;18;18;17;15;30;224;130;14;18;18;18;18;18;13;97;254;59;14;18;18;18;18;18;14;117;254;45;15;18;18;18;18;17;19;173;242;35;15;18;18;18;17;16;23;196;223;28;16;18;18;18;18;15;36;252;160;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
30/04/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;85;91;60;120;12;123;61;17;207;60;12;125;119;13;18;165;54;14;15;141;105;14;17;23;209;55;14;17;16;164;121;13;18;16;23;214;67;14;18;17;14;132;162;16;17;18;17;16;155;162;16;17;18;18;14;66;254;61;14;18;18;18;14;59;254;55;14;18;17;18;17;19;173;177;19;17;18;18;18;17;18;169;180;19;17;18;18;18;18;13;91;254;40;15;18;18;18;18;16;25;196;198;23;16;18;18;18;18;15;35;246;136;15;18;18;18;17;18;14;65;254;115;14;18;18;18;18;18;13;78;254;98;13;18;18;18;18;18;15;126;254;58;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
01/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;13;85;91;60;121;12;125;61;18;206;60;12;93;121;12;14;149;99;13;13;94;157;15;18;15;148;103;13;18;13;81;191;20;17;18;14;128;142;15;18;18;14;61;254;43;15;18;18;14;68;247;40;15;18;18;17;19;179;147;15;18;18;18;17;21;190;158;17;17;18;18;18;14;61;254;64;14;18;18;18;18;14;59;253;66;13;18;18;18;18;16;25;218;139;17;17;18;18;18;18;13;69;254;79;13;18;18;18;18;18;14;117;254;45;15;18;18;18;18;17;18;146;249;36;15;18;18;18;18;16;23;196;206;22;17;18;18;18;18;15;41;254;149;15;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
02/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;85;91;60;120;12;125;63;12;135;61;12;60;165;18;13;107;106;13;15;52;211;23;17;13;85;168;16;17;15;43;247;42;15;18;14;58;228;27;16;18;17;23;203;99;13;18;18;16;23;222;103;14;18;18;18;13;84;253;40;15;18;17;18;13;71;254;55;14;18;18;18;17;18;172;176;19;17;17;18;18;17;18;168;180;19;17;18;18;18;18;13;90;254;61;14;18;18;18;18;17;20;184;203;23;16;18;18;18;18;15;35;246;136;15;18;18;18;18;18;14;43;254;115;14;18;18;18;18;18;13;78;254;70;13;18;18;18;17;18;15;144;252;39;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
03/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;85;90;60;120;12;125;63;12;124;83;12;62;206;20;12;75;171;16;15;33;216;39;15;15;44;213;27;16;17;20;188;84;13;18;17;23;214;67;14;18;18;13;104;207;23;16;18;17;14;97;218;23;16;18;18;16;26;222;128;15;18;18;18;17;21;187;160;18;17;18;18;18;14;61;254;64;14;18;18;18;18;14;60;254;66;13;18;18;18;18;16;25;218;168;18;17;18;18;18;17;13;69;254;79;13;18;18;18;18;18;14;115;254;45;15;18;18;18;18;17;17;168;245;36;15;18;18;18;18;16;23;200;184;21;17;18;18;18;18;14;61;254;115;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
04/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;13;84;91;60;120;12;125;61;12;127;124;12;34;176;22;14;45;176;21;16;19;198;64;14;17;23;200;55;14;18;14;123;163;16;17;18;14;126;140;15;18;18;15;45;254;57;14;18;18;16;33;244;67;14;18;18;18;13;94;233;27;16;18;18;18;13;71;254;47;15;18;18;18;17;18;170;179;19;17;18;18;18;17;18;166;183;19;16;18;18;18;18;13;89;254;60;14;18;18;17;18;17;20;182;200;23;16;18;18;18;18;15;35;248;137;15;17;18;18;18;18;14;64;254;117;14;18;18;18;17;18;13;87;254;70;14;18;18;18;18;17;18;183;216;26;16;18;18;18;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
05/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;14;102;87;60;119;12;127;94;12;123;123;12;25;214;42;13;32;222;33;15;14;132;114;13;18;15;167;100;13;18;14;60;219;26;16;18;14;58;222;27;16;18;17;16;168;124;13;18;18;18;15;136;157;15;18;18;18;15;37;254;96;13;18;18;18;17;21;189;123;14;18;18;18;18;14;61;254;64;14;18;18;18;18;14;59;254;86;13;18;18;18;18;17;20;178;174;18;17;18;18;18;18;13;69;254;80;13;18;18;18;18;18;14;115;254;45;15;18;18;18;18;17;19;173;245;36;16;18;18;18;18;15;33;234;181;19;17;18;18;17;18;14;85;254;88;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
06/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;147;45;62;128;12;128;123;12;70;119;12;21;187;45;14;18;171;52;15;13;95;155;16;17;13;101;166;16;17;15;27;234;64;14;18;16;23;211;67;14;18;18;13;84;222;26;16;18;18;14;59;252;41;15;18;18;18;14;127;196;20;17;18;18;18;13;93;254;37;15;18;18;18;17;18;172;177;19;17;18;18;18;17;18;164;222;26;16;18;18;18;18;13;63;254;61;14;18;18;18;18;17;20;184;201;23;16;18;18;18;18;15;34;246;137;15;18;18;18;18;18;14;64;252;109;13;18;18;18;18;18;13;107;254;49;14;18;18;18;18;16;25;222;176;19;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
07/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;147;41;59;200;15;94;122;12;63;156;17;14;145;72;14;16;176;78;13;15;56;209;21;17;15;53;225;25;16;17;16;156;113;13;18;18;14;124;141;15;18;18;15;34;252;74;13;18;18;17;20;200;106;14;18;18;18;15;43;254;69;14;18;18;18;16;28;229;122;14;18;18;18;18;14;60;254;65;14;18;18;18;17;14;58;252;93;13;18;18;18;18;17;19;177;172;19;17;18;17;18;18;13;68;254;80;13;17;18;18;18;18;14;115;254;45;15;18;18;18;18;17;19;173;211;24;16;18;18;18;18;15;32;242;146;16;17;18;18;18;18;14;113;254;63;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
08/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;146;42;59;202;16;63;121;12;62;203;20;14;152;101;13;14;110;119;14;16;29;219;42;15;16;27;209;46;15;18;13;88;203;21;17;18;14;71;231;26;16;18;18;15;140;155;15;18;18;18;13;89;238;27;16;18;18;17;18;165;183;19;17;18;18;18;13;99;250;37;15;18;18;18;17;18;171;177;19;17;18;17;18;17;18;164;223;28;16;18;18;18;18;14;63;254;62;14;18;18;18;18;17;20;183;204;23;16;18;18;18;18;15;34;244;137;15;18;18;18;18;18;14;64;254;86;13;18;18;18;18;17;15;140;254;40;15;18;17;18;18;15;36;254;138;16;17;18;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
09/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;146;42;59;202;16;65;121;12;57;198;20;13;101;101;13;13;91;150;14;17;21;188;66;14;18;16;164;85;13;18;15;42;237;39;15;18;16;29;238;67;14;18;18;14;66;241;32;16;18;18;15;34;242;77;14;18;18;18;14;61;254;47;15;18;18;18;16;28;233;94;13;18;18;18;18;14;60;254;59;14;18;18;18;18;14;58;254;77;13;18;18;18;18;17;18;174;173;19;17;18;18;18;18;13;69;254;79;13;18;18;18;18;18;14;113;254;45;15;18;18;17;18;17;19;174;211;25;16;18;18;18;18;15;48;254;110;15;18;18;18;18;17;16;150;254;36;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
10/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;146;41;59;202;16;65;121;12;29;169;22;12;77;158;15;15;48;178;20;17;14;143;105;13;18;13;103;143;15;18;17;19;197;91;13;18;18;15;149;143;15;18;18;16;26;234;93;13;18;18;18;14;141;176;17;17;18;18;16;23;206;141;15;18;17;18;18;13;111;221;25;16;18;18;18;17;18;172;140;15;18;18;18;17;17;18;163;184;19;17;18;18;17;18;14;63;254;62;14;18;18;18;18;17;20;180;202;23;16;18;18;18;18;15;34;250;139;15;18;18;18;18;18;13;86;254;76;13;18;18;18;18;17;16;158;234;27;16;18;18;18;18;13;64;254;100;13;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
11/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;146;42;59;202;16;65;119;12;26;214;41;12;66;171;16;15;37;203;25;16;14;85;167;16;17;14;55;211;23;17;18;14;121;151;15;18;17;14;72;236;27;16;17;18;15;121;180;18;17;18;18;14;54;254;49;14;18;18;18;13;85;243;32;15;18;18;18;15;43;254;90;14;18;18;18;18;14;63;254;45;15;18;18;18;18;14;57;254;68;13;18;18;18;18;17;19;174;174;19;17;18;18;18;17;13;68;254;80;13;18;18;18;18;18;13;113;254;46;15;18;18;18;18;16;25;214;169;18;17;18;18;18;18;14;69;254;80;13;18;18;18;18;17;22;200;188;20;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
12/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;146;42;59;202;16;63;172;16;25;225;45;13;35;181;23;16;20;188;51;15;14;57;198;23;17;16;25;219;46;14;18;14;58;237;29;16;18;16;29;240;67;14;18;18;14;49;252;51;15;18;18;17;21;195;119;15;18;18;18;15;33;244;107;14;18;18;18;18;15;133;200;20;17;18;18;18;16;24;211;138;15;18;18;18;18;17;18;165;183;20;17;18;18;18;18;13;63;254;62;14;18;18;18;18;17;20;182;203;23;16;18;18;18;18;15;34;248;110;13;18;18;18;18;18;13;89;254;62;14;18;18;17;18;17;21;196;195;21;17;18;18;18;18;13;111;254;52;15;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
13/05/00;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;15;145;41;59;203;16;62;203;19;20;180;46;13;34;228;34;15;17;160;65;14;16;31;233;43;15;17;16;161;89;13;17;16;28;233;58;14;18;18;15;153;140;15;18;18;17;21;200;117;14;18;18;18;13;92;236;26;16;18;18;18;14;115;208;22;17;18;18;18;14;43;254;64;14;18;18;18;18;13;85;254;44;15;18;18;18;18;14;57;254;68;13;18;18;18;18;17;19;176;174;18;17;18;18;18;18;13;67;254;80;13;18;18;18;18;18;14;137;238;30;15;18;18;18;18;16;31;244;147;15;18;18;18;18;18;14;95;254;57;14;18;18;18;18;15;46;254;128;14;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18
